Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise
6982,   5/4/2024, 07:21:43.166000,   5/4/2024, 07:21:42.822380,      Primary,2,0,-470,2940,8200,0.03,87.57,7,7.2,9.8,3.3,1000000,     L2 msmx,25.08
6996,   5/4/2024, 07:22:25.654250,   5/4/2024, 07:22:25.494083,      Primary,2,0,-50,3170,8040,-0.26,90.35,7,6.2,13.8,2.6,1000000,     L2 msmx,8.74
7021,   5/4/2024, 07:23:33.339250,   5/4/2024, 07:23:33.188465,      Primary,2,0,170,3140,7940,-0.02,179.38,7,9.9,20.6,2.3,1000000,     L2 msmx,8.78
7033,   5/4/2024, 07:24:09.190250,   5/4/2024, 07:24:09.071450,      Primary,2,0,-680,2970,7290,0.01,187.75,7,5.9,23.5,2.4,1000000,     L2 msmx,12.07
7075,   5/4/2024, 07:25:43.489500,   5/4/2024, 07:25:43.352272,      Primary,2,0,-300,2920,7720,-0.1,261.01,7,10.1,19,2.2,1000000,     L2 msmx,12.9
7130,   5/4/2024, 07:28:08.271250,   5/4/2024, 07:28:08.098636,      Primary,2,0,-590,2860,8480,0.01,105,7,18.3,55.7,2.1,1000000,     L2 msmx,7.99
7145,   5/4/2024, 07:28:48.651500,   5/4/2024, 07:28:48.625378,      Primary,2,0,-70,3070,8160,-0.11,103.36,7,5,9.1,1.7,1000000,     L2 msmx,7.35
7157,   5/4/2024, 07:29:31.509250,   5/4/2024, 07:29:31.348801,      Primary,2,0,-560,2970,8210,0.04,90.85,7,8.7,20.1,2,1000000,     L2 msmx,8.77
7212,   5/4/2024, 07:32:18.489250,   5/4/2024, 07:32:18.397041,      Primary,2,0,-1120,2550,7980,-0.17,74.01,7,10,24.6,2.1,1000000,     L2 msmx,11.24
7223,   5/4/2024, 07:32:55.356250,   5/4/2024, 07:32:55.507683,      Primary,2,0,-340,2990,7620,-0.19,88.8,7,7.7,14.2,1.8,1000000,     L2 msmx,7.38
7245,   5/4/2024, 07:33:54.902750,   5/4/2024, 07:33:54.743237,      Primary,2,0,-1310,3070,7790,0.16,187.75,7,15.7,40.1,3.2,1000000,     L2 msmx,11.87
7330,   5/4/2024, 07:37:56.301500,   5/4/2024, 07:37:56.418941,      Primary,2,0,-910,2940,7180,-0.22,206.38,7,4.8,23.2,2.1,1000000,     L2 msmx,7.76
7396,   5/4/2024, 07:40:41.717250,   5/4/2024, 07:40:41.583019,      Primary,2,0,-180,3110,7590,-0.01,248.89,7,8.9,22.4,3,1000000,     L2 msmx,10.53
7410,   5/4/2024, 07:41:18.432250,   5/4/2024, 07:41:18.291113,      Primary,2,0,-430,2920,7800,0.15,187.75,7,20.4,28.5,2.7,1000000,     L2 msmx,13.16
7423,   5/4/2024, 07:41:55.492500,   5/4/2024, 07:41:55.349445,      Primary,2,0,-200,2930,7740,-0.06,320.85,7,12.5,30,2.3,1000000,     L2 msmx,13.71
7427,   5/4/2024, 07:42:09.690750,   5/4/2024, 07:42:09.546528,      Primary,2,0,-200,2960,7780,0.11,342.93,7,18.2,29.7,2.7,1000000,     L2 msmx,15.56
7465,   5/4/2024, 07:43:44.637000,   5/4/2024, 07:43:44.506256,      Primary,2,0,-850,2960,7290,-0.1,103.48,7,7.1,31.3,2.5,1000000,     L2 msmx,16.05
7500,   5/4/2024, 07:45:13.979500,   5/4/2024, 07:45:13.807034,      Primary,2,0,-40,3020,8550,0.5,183.4,7,16.1,36.6,2.1,1000000,     L2 msmx,10.19
7514,   5/4/2024, 07:45:55.924000,   5/4/2024, 07:45:55.783703,      Primary,2,0,-140,3040,7700,-0.1,142.98,7,7.7,17.8,2,1000000,     L2 msmx,9.81
7517,   5/4/2024, 07:46:02.129250,   5/4/2024, 07:46:02.016366,      Primary,2,0,-1370,3010,7840,-0.13,70.89,7,6.5,12.9,2.3,1000000,     L2 msmx,8.19
7522,   5/4/2024, 07:46:22.766000,   5/4/2024, 07:46:22.631010,      Primary,2,0,-190,2910,8080,-0.11,105.67,7,6.6,13.7,2.5,1000000,     L2 msmx,8.79
7641,   5/4/2024, 07:52:04.722000,   5/4/2024, 07:52:04.531923,      Primary,2,0,-140,2950,7730,-0.05,199.64,7,8.8,21.1,2.5,1000000,     L2 msmx,13.18
7644,   5/4/2024, 07:52:12.371250,   5/4/2024, 07:52:12.191165,      Primary,2,0,-70,2910,8690,0.1,80.88,7,49.9,45.9,1.5,1000000,     L2 msmx,7.46
7650,   5/4/2024, 07:52:23.871000,   5/4/2024, 07:52:23.683794,      Primary,2,0,-1580,2860,8280,0.06,61.26,7,6.4,10.1,1.6,1000000,     L2 msmx,8.06
7665,   5/4/2024, 07:53:14.825500,   5/4/2024, 07:53:14.659683,      Primary,2,0,-1330,3090,7800,0.09,194.16,7,10.3,19.3,2.5,1000000,     L2 msmx,13.26
7681,   5/4/2024, 07:54:05.715750,   5/4/2024, 07:54:05.562489,      Primary,2,0,110,3310,7960,-0.07,134.97,7,8.8,17.7,2.3,1000000,     L2 msmx,7.61
7715,   5/4/2024, 07:55:40.900250,   5/4/2024, 07:55:40.717140,      Primary,2,0,0,3140,8480,-0.05,100.33,7,5.4,9.2,1.7,1000000,     L2 msmx,8.61
7730,   5/4/2024, 07:56:23.019000,   5/4/2024, 07:56:22.877810,      Primary,2,0,-180,2960,7750,-0.19,176.32,7,8.4,16.2,1.9,1000000,     L2 msmx,9.66
7732,   5/4/2024, 07:56:32.395750,   5/4/2024, 07:56:32.275387,      Primary,2,0,-300,2930,7600,0.02,187.26,7,25.4,41.3,2.3,1000000,     L2 msmx,12
7785,   5/4/2024, 07:58:43.645500,   5/4/2024, 07:58:43.461716,      Primary,2,0,80,3250,8330,-0.02,93.21,7,3.9,8.2,2,1000000,     L2 msmx,10.92
7791,   5/4/2024, 07:59:02.111250,   5/4/2024, 07:59:01.968753,      Primary,2,0,-250,2980,7690,-0.17,88.53,7,11.1,19,1.9,1000000,     L2 msmx,10.07
7792,   5/4/2024, 07:59:05.539250,   5/4/2024, 07:59:05.392047,      Primary,2,0,180,3230,7920,0.31,198.86,7,8.1,14.6,1.8,1000000,     L2 msmx,8.93
7829,   5/4/2024, 08:00:47.890000,   5/4/2024, 08:00:47.711418,      Primary,2,0,-500,3010,8390,-0.21,26.53,7,6.6,8.3,2.1,1000000,     L2 msmx,8.58
7842,   5/4/2024, 08:01:26.318500,   5/4/2024, 08:01:26.170551,      Primary,2,0,240,3120,7970,0.19,103.89,7,17,40.4,2.2,1000000,     L2 msmx,10.04
7868,   5/4/2024, 08:03:00.078750,   5/4/2024, 08:02:59.951225,      Primary,2,0,-1050,2900,7190,-0.21,75.96,7,8.7,16.4,2,1000000,     L2 msmx,13.21
7872,   5/4/2024, 08:03:14.376000,   5/4/2024, 08:03:14.200395,      Primary,2,0,250,3130,8360,0.07,116.6,7,13.9,24.3,1.2,1000000,     L2 msmx,7.31
7909,   5/4/2024, 08:05:04.616250,   5/4/2024, 08:05:04.426467,      Primary,2,0,-450,2660,8790,0.28,95.19,7,7.3,16,1.5,1000000,     L2 msmx,8.98
7920,   5/4/2024, 08:05:38.114500,   5/4/2024, 08:05:38.031124,      Primary,2,0,-980,2900,7340,0.04,245.19,7,12.7,39.2,2.7,1000000,     L2 msmx,11.13
7944,   5/4/2024, 08:06:33.067750,   5/4/2024, 08:06:32.903084,      Primary,2,0,90,3150,8130,0.16,168.13,7,8.4,15.3,3.7,1000000,     L2 msmx,10.65
7961,   5/4/2024, 08:07:11.389750,   5/4/2024, 08:07:11.231451,      Primary,2,0,-340,2900,8030,-0.29,29.58,7,4.9,9.3,2.1,1000000,     L2 msmx,7.89
7962,   5/4/2024, 08:07:13.125500,   5/4/2024, 08:07:12.954797,      Primary,2,0,-1340,2890,7750,-0.16,35.11,7,4.8,7.7,2.4,1000000,     L2 msmx,12.13
7978,   5/4/2024, 08:07:55.381250,   5/4/2024, 08:07:55.251595,      Primary,2,0,-670,2990,7330,0.08,204.45,7,9.3,35.5,2.1,1000000,     L2 msmx,12.92
7979,   5/4/2024, 08:07:57.672000,   5/4/2024, 08:07:57.543385,      Primary,2,0,-900,2930,7320,-0.16,100.13,7,5.1,15.3,2.2,1000000,     L2 msmx,10.66
7993,   5/4/2024, 08:08:35.905000,   5/4/2024, 08:08:35.749783,      Primary,2,0,-1360,3410,7590,-0.09,190.91,7,13,26.9,2.4,1000000,     L2 msmx,12.35
7998,   5/4/2024, 08:08:54.267250,   5/4/2024, 08:08:54.180305,      Primary,2,0,-370,2870,7630,0.03,164.11,7,14.8,34.9,1.9,1000000,     L2 msmx,11.87
8018,   5/4/2024, 08:09:46.134500,   5/4/2024, 08:09:45.997345,      Primary,2,0,-170,2900,7810,0.18,318.7,7,8.9,22.1,3,1000000,     L2 msmx,15.4
8029,   5/4/2024, 08:10:17.903250,   5/4/2024, 08:10:17.773441,      Primary,2,0,140,3300,7690,0.05,128.01,7,15.5,36.7,3.4,1000000,     L2 msmx,8.86
8060,   5/4/2024, 08:11:46.508000,   5/4/2024, 08:11:46.402241,      Primary,2,0,50,3190,8190,0.16,133.01,7,10.6,17.4,2.3,1000000,     L2 msmx,7.08
8070,   5/4/2024, 08:12:16.721500,   5/4/2024, 08:12:16.590059,      Primary,2,0,-820,2890,7440,-0.42,45.13,7,8.2,19.5,1.8,1000000,     L2 msmx,12.97
8138,   5/4/2024, 08:15:47.453750,   5/4/2024, 08:15:47.373074,      Primary,2,0,-710,2780,8540,-0.16,140.7,7,10.6,23.1,2.5,1000000,     L2 msmx,7.48
8159,   5/4/2024, 08:16:45.145500,   5/4/2024, 08:16:45.009693,      Primary,2,0,-230,2930,7750,-0.11,125.18,7,10.6,19.1,2.4,1000000,     L2 msmx,10.32
8229,   5/4/2024, 08:19:43.559750,   5/4/2024, 08:19:43.659641,      Primary,2,0,-1370,2930,7930,0.06,187.75,7,8.4,15.1,3.5,1000000,     L2 msmx,7.37
8233,   5/4/2024, 08:19:54.614750,   5/4/2024, 08:19:54.445099,      Primary,2,0,-510,3050,8330,-0.06,64.54,7,8.1,13.4,2.7,1000000,     L2 msmx,11.26
8235,   5/4/2024, 08:20:00.095750,   5/4/2024, 08:19:59.922745,      Primary,2,0,-1440,3070,7790,-0.14,73.15,7,7.4,14.7,2.1,1000000,     L2 msmx,8.18
8275,   5/4/2024, 08:21:59.192750,   5/4/2024, 08:21:59.038082,      Primary,2,0,40,3150,8100,0.25,406.98,7,17.8,28,3,1000000,     L2 msmx,10.73
8376,   5/4/2024, 08:26:52.692000,   5/4/2024, 08:26:52.527401,      Primary,2,0,-590,3030,8370,0.13,291.82,7,16.4,28.8,2.2,1000000,     L2 msmx,10.83
8448,   5/4/2024, 08:30:08.426000,   5/4/2024, 08:30:08.297263,      Primary,2,0,-870,2950,7320,-0.04,142.75,7,11.4,24.9,2.1,1000000,     L2 msmx,12.05
8464,   5/4/2024, 08:30:55.216500,   5/4/2024, 08:30:55.113541,      Primary,2,0,-480,2910,7780,-0.4,143.05,7,19.7,22.4,1.7,1000000,     L2 msmx,10.77
8467,   5/4/2024, 08:31:00.171750,   5/4/2024, 08:31:00.006842,      Primary,2,0,-1290,3130,7690,0.15,207.26,7,9.9,15.7,2.7,1000000,     L2 msmx,17.97
8484,   5/4/2024, 08:31:43.313000,   5/4/2024, 08:31:43.182228,      Primary,2,0,-350,2990,8080,0,171.26,7,17.3,29.6,2.9,1000000,     L2 msmx,11.99
8499,   5/4/2024, 08:32:24.028500,   5/4/2024, 08:32:23.854902,      Primary,2,0,190,3240,8360,0.31,472.09,7,9.4,21.5,2.7,1000000,     L2 msmx,8.83
8500,   5/4/2024, 08:32:28.189500,   5/4/2024, 08:32:28.015427,      Primary,2,0,190,3200,8380,0.03,195.5,7,7.2,15.9,2.3,1000000,     L2 msmx,8.49
8509,   5/4/2024, 08:32:56.183250,   5/4/2024, 08:32:56.016869,      Primary,2,0,-1410,2930,7870,-0.02,79.6,7,7.5,18.2,2.1,1000000,     L2 msmx,7.98
8524,   5/4/2024, 08:33:40.255500,   5/4/2024, 08:33:40.006329,      Primary,2,0,-690,2770,8760,0.05,55.69,7,6.5,14.8,2.1,1000000,     L2 msmx,9.09
8538,   5/4/2024, 08:34:24.096250,   5/4/2024, 08:34:23.926260,      Primary,2,0,-190,2960,8440,0.42,187.75,7,15.2,38.4,2.7,1000000,     L2 msmx,9.19
8553,   5/4/2024, 08:35:22.004500,   5/4/2024, 08:35:21.887548,      Primary,2,0,-850,2960,7290,0.37,450.65,7,33.8,60.1,2.9,1000000,     L2 msmx,15.85
8608,   5/4/2024, 08:38:02.143750,   5/4/2024, 08:38:01.986558,      Primary,2,0,-1340,3160,7790,-0.07,113.3,7,7.5,11.3,2.6,1000000,     L2 msmx,10.63
8613,   5/4/2024, 08:38:15.446500,   5/4/2024, 08:38:15.233130,      Primary,2,0,-600,2970,7350,-0.09,115.6,7,4.6,16.5,2,1000000,     L2 msmx,18.2
8640,   5/4/2024, 08:39:39.082750,   5/4/2024, 08:39:38.954937,      Primary,2,0,-1280,2760,7310,-0.44,75.11,7,8.4,16.8,1.9,1000000,     L2 msmx,8
8717,   5/4/2024, 08:43:05.223500,   5/4/2024, 08:43:05.041303,      Primary,2,0,-1740,3150,8060,0.3,187.75,7,12.2,15.8,3.4,1000000,     L2 msmx,16.49
8729,   5/4/2024, 08:43:31.904750,   5/4/2024, 08:43:31.776596,      Primary,2,0,-860,2960,7300,0.28,346.68,7,25.2,35,2.2,1000000,     L2 msmx,16.71
8894,   5/4/2024, 08:51:02.325500,   5/4/2024, 08:51:02.206169,      Primary,2,0,-520,2970,8240,0.08,134.48,7,8.7,18.6,2.4,1000000,     L2 msmx,8.41
8908,   5/4/2024, 08:51:38.735500,   5/4/2024, 08:51:38.601456,      Primary,2,0,140,3250,7750,-0.25,79.29,7,7.7,13.9,2.3,1000000,     L2 msmx,8.03
8916,   5/4/2024, 08:52:01.069250,   5/4/2024, 08:52:00.913467,      Primary,2,0,-1350,3280,7660,-0.12,86.3,7,13.6,21.9,2.1,1000000,     L2 msmx,9.25
8917,   5/4/2024, 08:52:04.305000,   5/4/2024, 08:52:04.151302,      Primary,2,0,-370,3080,7930,-0.11,116.66,7,7.4,19.1,2,1000000,     L2 msmx,11.74
8923,   5/4/2024, 08:52:26.141250,   5/4/2024, 08:52:26.118156,      Primary,2,0,-910,2950,7260,-0.07,103.45,7,10.2,28.4,2.1,1000000,     L2 msmx,7.33
8934,   5/4/2024, 08:52:59.840500,   5/4/2024, 08:52:59.823570,      Primary,2,0,360,3320,8180,0.14,118.24,7,6.9,11.9,3,1000000,     L2 msmx,8.01
8950,   5/4/2024, 08:53:41.657000,   5/4/2024, 08:53:41.445118,      Primary,2,0,-360,2900,7580,0.04,193.17,7,6.9,14.2,1.9,1000000,     L2 msmx,17
8962,   5/4/2024, 08:54:12.599250,   5/4/2024, 08:54:12.696230,      Primary,2,0,-40,3300,7680,-0.11,145.11,7,6.6,12.4,1.8,1000000,     L2 msmx,7.21
8969,   5/4/2024, 08:54:35.300500,   5/4/2024, 08:54:35.169403,      Primary,2,0,-1170,2660,7720,-0.11,105.8,7,18.1,23.5,2.3,1000000,     L2 msmx,11.95
8970,   5/4/2024, 08:54:38.156000,   5/4/2024, 08:54:37.975285,      Primary,2,0,-600,2830,8680,0.01,43.79,7,7,11.4,2.1,1000000,     L2 msmx,8.35
8982,   5/4/2024, 08:55:13.395750,   5/4/2024, 08:55:13.329446,      Primary,2,0,-220,2880,7880,-0.04,225.24,7,14.5,25.2,2.5,1000000,     L2 msmx,9.73
8987,   5/4/2024, 08:55:30.976500,   5/4/2024, 08:55:30.801929,      Primary,2,0,140,3190,8380,0.14,195.56,7,6.6,11.7,1.9,1000000,     L2 msmx,10.85
9004,   5/4/2024, 08:56:12.943250,   5/4/2024, 08:56:12.656855,      Primary,2,0,-380,2960,8120,0.2,112.11,7,9,18.5,3.1,1000000,     L2 msmx,28.23
9005,   5/4/2024, 08:56:17.980500,   5/4/2024, 08:56:17.821278,      Primary,2,0,-480,2920,8170,0.11,139.75,7,9,19.8,2.8,1000000,     L2 msmx,10.54
9060,   5/4/2024, 08:58:35.236250,   5/4/2024, 08:58:35.058311,      Primary,2,0,-100,2980,8560,0.18,129.88,7,6.8,11.5,2.3,1000000,     L2 msmx,9.85
9065,   5/4/2024, 08:58:50.409250,   5/4/2024, 08:58:50.231743,      Primary,2,0,-580,3010,8610,-0.09,57.38,7,8.7,15,2.1,1000000,     L2 msmx,9.15
9143,   5/4/2024, 09:02:19.200500,   5/4/2024, 09:02:19.098166,      Primary,2,0,-220,2900,8060,0.12,201.4,7,12.4,25.5,3.2,1000000,     L2 msmx,12.73
9154,   5/4/2024, 09:02:53.156000,   5/4/2024, 09:02:52.980824,      Primary,2,0,-720,2790,8370,0.03,76.43,7,6,7.9,1.7,1000000,     L2 msmx,11.13
9166,   5/4/2024, 09:03:29.473750,   5/4/2024, 09:03:29.350876,      Primary,2,0,-730,2960,7270,-0.13,110.02,7,6.8,23.2,1.9,1000000,     L2 msmx,10.32
9169,   5/4/2024, 09:03:38.714500,   5/4/2024, 09:03:38.587368,      Primary,2,0,-790,2980,7300,0.27,284.04,7,14.5,21.7,2.9,1000000,     L2 msmx,16.02
9279,   5/4/2024, 09:08:44.912250,   5/4/2024, 09:08:44.764534,      Primary,2,0,50,3290,7830,-0.05,173.47,7,9.6,14.5,2,1000000,     L2 msmx,8.96
9296,   5/4/2024, 09:09:34.070500,   5/4/2024, 09:09:33.931797,      Primary,2,0,-170,2900,7850,0.16,234.72,7,26.7,51.5,2.7,1000000,     L2 msmx,13.27
9301,   5/4/2024, 09:09:54.182750,   5/4/2024, 09:09:54.054733,      Primary,2,0,-960,2910,7320,0,127.24,7,19,31.5,2.1,1000000,     L2 msmx,12.44
9325,   5/4/2024, 09:10:58.792000,   5/4/2024, 09:10:58.619427,      Primary,2,0,-1520,3170,7850,-0.06,76.82,7,6.7,12.3,2.5,1000000,     L2 msmx,10.1
9360,   5/4/2024, 09:12:33.519750,   5/4/2024, 09:12:33.681297,      Primary,2,0,-410,3000,7570,-0.23,49.89,7,7.8,16.7,2,1000000,     L2 msmx,9.27
9366,   5/4/2024, 09:12:50.185500,   5/4/2024, 09:12:50.000523,      Primary,2,0,-1630,2970,8040,-0.14,38.56,7,5.7,7.8,1.9,1000000,     L2 msmx,8.2
9393,   5/4/2024, 09:14:10.608500,   5/4/2024, 09:14:10.477557,      Primary,2,0,-900,2930,7300,-0.12,108.16,7,8.3,17,1.7,1000000,     L2 msmx,10.09
9399,   5/4/2024, 09:14:24.897750,   5/4/2024, 09:14:24.728945,      Primary,2,0,-1490,3050,8010,0.45,334.01,7,23.5,34.7,4,1000000,     L2 msmx,14.97
9456,   5/4/2024, 09:17:07.956250,   5/4/2024, 09:17:08.029235,      Primary,2,0,-820,2960,7270,0.07,174.08,7,5.8,19.6,2.5,1000000,     L2 msmx,7.17
9474,   5/4/2024, 09:18:10.277750,   5/4/2024, 09:18:10.288075,      Primary,2,0,-960,2930,7230,0.07,184.74,7,7.3,31.1,2.4,1000000,     L2 msmx,6.8
9484,   5/4/2024, 09:18:32.322250,   5/4/2024, 09:18:32.163326,      Primary,2,0,-250,2850,8110,-0.09,57.59,7,7.7,20.9,2.4,1000000,     L2 msmx,8.34
9573,   5/4/2024, 09:22:17.487000,   5/4/2024, 09:22:17.325182,      Primary,2,0,-230,2990,8030,-0.03,76.91,7,6.8,11.5,2.4,1000000,     L2 msmx,9.16
9632,   5/4/2024, 09:25:03.051000,   5/4/2024, 09:25:02.884537,      Primary,2,0,-60,3180,8080,-0.12,69.83,7,13.9,30.5,2.1,1000000,     L2 msmx,7.71
9660,   5/4/2024, 09:26:19.388000,   5/4/2024, 09:26:19.235126,      Primary,2,0,-180,2890,8010,-0.19,93.43,7,7.2,12.9,2.7,1000000,     L2 msmx,8.94
9672,   5/4/2024, 09:26:53.499250,   5/4/2024, 09:26:53.331501,      Primary,2,0,-210,3010,8240,0.07,97.3,7,9.1,17.4,2.5,1000000,     L2 msmx,9.1
9694,   5/4/2024, 09:27:59.359750,   5/4/2024, 09:27:59.222729,      Primary,2,0,110,3270,7720,0.02,80.43,7,14.4,34.4,3.5,1000000,     L2 msmx,8.72
9710,   5/4/2024, 09:28:40.372500,   5/4/2024, 09:28:40.223526,      Primary,2,0,-240,2920,8000,0.16,368.27,7,13.3,38.4,3.3,1000000,     L2 msmx,14.9
9754,   5/4/2024, 09:30:46.114000,   5/4/2024, 09:30:45.994251,      Primary,2,0,-950,2890,7370,0.43,365.67,7,32.7,50.5,3.5,1000000,     L2 msmx,16.75
9765,   5/4/2024, 09:31:19.147500,   5/4/2024, 09:31:18.972696,      Primary,2,0,210,3290,8260,0.06,237.71,7,7.9,12.8,2.1,1000000,     L2 msmx,8.32
9830,   5/4/2024, 09:33:57.475500,   5/4/2024, 09:33:57.351273,      Primary,2,0,-780,2940,7300,-0.04,136.68,7,9.5,31.3,2.3,1000000,     L2 msmx,10.93
9874,   5/4/2024, 09:35:57.731000,   5/4/2024, 09:35:57.574028,      Primary,2,0,-1510,3270,7720,0.39,266.17,7,55.5,154.5,3.5,1000000,     L2 msmx,13.8
9896,   5/4/2024, 09:36:49.803500,   5/4/2024, 09:36:49.635841,      Primary,2,0,-1480,3090,7970,0.4,215.05,7,41.5,75.4,3,1000000,     L2 msmx,13.27
9898,   5/4/2024, 09:36:55.667500,   5/4/2024, 09:36:55.477268,      Primary,2,0,-140,3100,8200,-0.18,104.49,7,7.1,10.2,2.8,1000000,     L2 msmx,8.81
