Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise,Matched File
8339,   7/4/2024, 13:10:58.209000,   7/4/2024, 13:10:58.038177,      Primary,2,0,-300,2110,8230,0.13,130.03,25,39.6,105.2,3.7,1000000,     L2 msmx,12.6,16B_StrainRate_20240407T191052+0000_38120.h5
8364,   7/4/2024, 13:11:49.248750,   7/4/2024, 13:11:49.082954,      Primary,2,0,-360,2090,8210,0.62,253.94,25,40.7,88.6,4.2,1000000,     L2 msmx,17.92,16B_StrainRate_20240407T191140+0000_38124.h5
8520,   7/4/2024, 13:17:16.633250,   7/4/2024, 13:17:16.460743,      Primary,2,0,-660,2090,8200,-0.37,34.28,25,10.4,24.2,2.2,1000000,     L2 msmx,8.22,16B_StrainRate_20240407T191716+0000_38152.h5
8521,   7/4/2024, 13:17:17.560000,   7/4/2024, 13:17:17.355946,      Primary,2,0,-2610,2350,7900,-0.19,65.84,25,3.8,5.5,1.4,1000000,     L2 msmx,12.45,16B_StrainRate_20240407T191716+0000_38152.h5
8736,   7/4/2024, 13:24:48.854000,   7/4/2024, 13:24:49.013203,      Primary,2,0,-1430,2180,7600,-0.52,31.3,25,5.7,15.6,1.6,1000000,     L2 msmx,7.99,16B_StrainRate_20240407T192440+0000_38189.h5
8965,   7/4/2024, 13:32:42.580000,   7/4/2024, 13:32:42.604046,      Primary,2,0,-1810,2100,8110,-0.27,37.93,25,3.6,5.7,1.4,1000000,     L2 msmx,8.07,16B_StrainRate_20240407T193240+0000_38229.h5
9770,   7/4/2024, 14:01:26.255000,   7/4/2024, 14:01:26.076820,      Primary,2,0,-2070,2190,7750,0.29,187.75,25,4.0,6.5,3.0,1000000,     L2 msmx,113.44,16B_StrainRate_20240407T200116+0000_38372.h5
9771,   7/4/2024, 14:01:27.318750,   7/4/2024, 14:01:27.056751,      Primary,2,0,-2160,2290,7740,-0.02,108.08,25,3.6,5.1,2.0,1000000,     L2 msmx,30.19,16B_StrainRate_20240407T200116+0000_38372.h5
9909,   7/4/2024, 14:06:23.312750,   7/4/2024, 14:06:23.161118,      Primary,2,0,-2300,2260,7770,0.13,155.06,25,12.6,29.2,1.9,1000000,     L2 msmx,8.08,16B_StrainRate_20240407T200616+0000_38397.h5
9961,   7/4/2024, 14:08:12.499250,   7/4/2024, 14:08:12.327833,      Primary,2,0,-210,2170,8200,0.03,120.27,25,10.3,25.0,3.3,1000000,     L2 msmx,12.95,16B_StrainRate_20240407T200804+0000_38406.h5
